age,income,debts,payment_history,employment_status,credit_score,creditworthy
44,68815.0754113601,3363.100218036172,0.42608231306260835,employed,500.4436459484997,0
26,60965.00940178222,25570.29622487803,0.1786419905855794,employed,392.3199307624986,0
32,58076.52435824679,37440.10234075732,0.7791661975262061,unemployed,534.6782494688398,0
32,60736.01361756261,10039.550598301079,0.8714876167122156,unemployed,671.9926577487618,1
43,85915.42850873676,32221.94180106795,0.3896475079681758,self-employed,827.9130774418611,0
59,82776.42342554168,20434.23408816411,0.5113317653156387,employed,528.7172562710717,0
30,39699.26985495057,6643.08478306924,0.9534962415609416,unemployed,483.5297894362429,0
68,74358.27489216728,8684.946986478375,0.5355077553486204,self-employed,603.2797127597476,0
49,55747.52284638351,20157.8477336065,0.9950732158434249,employed,598.8595715496007,0
56,57486.43724206624,15955.377120758963,0.14213099369205462,unemployed,788.3776074707429,0
66,24615.937525350073,6870.87023241761,0.8622264205966984,unemployed,625.4135693049917,0
69,47444.21351917706,3059.607187745951,0.49720300267296536,employed,811.3045432913616,0
49,37807.64614495153,11532.80672073494,0.022714111249668156,employed,737.580036471162,0
21,62420.88222339964,21938.09008331118,0.9722229414393485,self-employed,692.3573284226815,1
47,66066.20750604208,19935.99247396862,0.9650478997433579,employed,453.58942920071127,0
54,18882.70473475533,14987.620424999217,0.38327084018288715,employed,560.563522210026,0
40,49669.47703993594,22018.871942914826,0.9541420710859049,employed,625.6177190856422,0
56,66827.92257191378,30400.267198626876,0.14100964223854573,unemployed,338.1430689475946,1
62,47199.815565298326,23941.265104341477,0.6801101411206822,self-employed,533.361191562357,1
32,60935.954675035464,18786.913286104194,0.19192898688783455,self-employed,567.7842449579149,0
60,55267.48201440626,29280.72006660689,0.24664723633482766,self-employed,521.5645291571948,0
46,55124.903479289394,10401.49697783705,0.7793374372026054,unemployed,811.3301119684347,1
53,45930.275328975535,17750.804604446483,0.37735808456529496,employed,649.6052372382804,1
30,31751.287937964356,17989.120643996317,0.0071275028286211795,unemployed,579.3557193129502,0
49,33177.04778862459,7630.4674155715475,0.41423842419559453,self-employed,416.11609960878934,0
24,60640.28771682976,15801.258377156422,0.22806932063295948,employed,547.0036790892225,0
68,50291.87383278325,0.0,0.6833299135582912,employed,759.5497282318597,0
39,47922.31633089163,39121.78047662953,0.1944486967235003,self-employed,539.1276254235258,0
45,43641.64936516471,10625.86211563687,0.8422535284364757,employed,560.1877052199234,0
19,45422.16731778872,35861.14131421312,0.2670930121081643,unemployed,469.91390614079125,0
59,65703.6769173221,20380.845057194925,0.3930282582830137,self-employed,616.6487947898275,0
62,44971.3387719796,25648.64132155959,0.298036860797098,unemployed,631.9891759226704,0
23,29884.029300476468,15112.002016490685,0.6439233478093658,employed,618.4923523393333,0
45,61154.7766331026,22079.296919616743,0.1011635412263967,self-employed,482.22504298323787,0
45,46926.85004202924,26504.89639988436,0.4780993726982441,employed,651.0729659305754,0
61,50470.93798299164,26645.524143941824,0.33445481521505815,self-employed,558.8854371581091,0
61,74113.67459599266,27747.733900743573,0.8841379632883147,self-employed,623.7712984117096,1
37,49691.59163974239,16316.672899608237,0.07341209357439238,self-employed,679.0555483733232,0
47,54337.75509678088,15196.40327508645,0.8296950649328547,self-employed,642.0481861869214,0
28,32316.14763052512,4058.2367473239647,0.16768047652990914,self-employed,665.3805027537886,1
45,46704.9582147356,25232.190111769367,0.08857765992995514,employed,669.0338117834423,0
42,59142.89067812902,30823.787113234426,0.202322858123008,self-employed,687.35702844519,0
56,26669.393992381363,36159.816799179294,0.10265298201181039,unemployed,697.523355106398,0
50,53012.676396735646,23051.726345805077,0.5209839482021256,self-employed,720.0690885942628,0
18,51511.8660896721,12335.202270914308,0.9882149529157813,unemployed,643.4692264199882,0
44,50619.31183381159,3029.0385671054464,0.03432735192425884,employed,684.1539206086443,1
69,65557.38347987365,30416.667330833505,0.46112834931946134,self-employed,617.1252350162497,1
30,55016.57772272782,2037.2343322246452,0.38607032910786176,self-employed,668.8065933741265,0
58,72171.07847534666,16593.959222562335,0.33960641424640037,unemployed,554.2673040278248,0
20,35096.15726608946,17756.93172056354,0.3318636104333609,self-employed,423.9177842073253,0
56,52038.86850827522,19305.448621489806,0.8950127566264622,employed,745.1012879410673,0
23,51267.00179584921,20358.0260003584,0.01897615020840404,employed,619.3931135157261,0
25,33961.1825936738,21381.47556367575,0.7749163873801383,self-employed,616.94790628396,0
44,64344.42503137019,0.0,0.2529331788059417,unemployed,689.8795857341285,1
26,84870.09958779227,20146.559098701266,0.38329551081757485,employed,533.6568007227967,0
54,49744.90888274254,0.0,0.4201499128485777,self-employed,589.3192328575387,0
50,57575.316324106505,27322.18073090995,0.3047317540737434,unemployed,541.5823206064508,0
68,51267.77713722991,14448.748441963879,0.09355886183539786,unemployed,581.2700373789621,0
59,39296.229951392364,0.0,0.11433084882943478,employed,560.9151363756182,1
61,22688.595832969757,11857.953226146241,0.2981311240826443,self-employed,544.5998039163462,0
41,39413.39775356952,14299.246608153462,0.8218090528872506,employed,638.7407275951928,0
32,29120.624285724032,31906.996175550048,0.13462765278741184,unemployed,413.83649796314944,0
49,75561.53117088677,21966.377417502452,0.7426398331459307,employed,731.7725871529437,1
49,48273.354591151416,23444.4494435058,0.2888697294292877,self-employed,528.8207837918126,0
41,44811.21006429244,31812.21634220601,0.8834649351120928,employed,648.6091140326764,0
58,63337.30737181709,19038.557120755104,0.4283284754006409,unemployed,654.2993608048845,0
69,33173.73345716168,27541.87961032403,0.17172331329737556,employed,570.2901516028367,0
66,38497.03942993171,26838.611139319917,0.9858444501105103,unemployed,643.4218242417438,0
66,51021.084038729314,7135.305064305878,0.17663451922991158,unemployed,491.71094574308813,0
69,65431.53487135221,34729.83577629829,0.5676198212322694,unemployed,545.2487022371747,0
29,57525.27567753183,5796.982199293056,0.5692864780961342,employed,575.7945028748987,0
56,53724.877137738236,29173.66649477848,0.37281345117777986,self-employed,645.4451853905668,0
19,51171.766028540245,4829.269630943674,0.951488592549131,unemployed,566.0070715259616,0
20,56003.537832901624,26012.367881516733,0.8438745624117316,employed,583.8106143807158,0
66,53024.79357693882,38619.14878150173,0.829819560838242,unemployed,682.9093593528427,0
54,34550.415878345964,17870.213434497888,0.9741519354294779,employed,639.6342087854127,0
66,50691.18832449727,17436.44357146854,0.45710933819631683,unemployed,833.7686767038157,0
34,33894.67011623371,26104.399993168492,0.09718577562002928,employed,509.4429336891991,0
66,51216.23814351235,16706.03544037457,0.7654559254497938,unemployed,471.4583860404256,0
19,42790.28087767638,38182.787037428214,0.3808125794519338,unemployed,791.1236217890637,0
19,88090.72434174293,21921.922494586957,0.1903451518035183,unemployed,626.2386124625459,0
45,49401.58424372432,16798.304917792742,0.4832473432202534,self-employed,733.2004592837442,0
40,28936.406506076168,14597.144721043169,0.9257189401671633,employed,499.45836490238156,0
54,47987.29683984613,10670.515298269795,0.1713570190146284,self-employed,551.187684446707,0
49,57790.38118456832,13722.450132425103,0.8486988152297419,employed,613.3797870404364,0
50,75100.45919228785,16493.266063414034,0.41820494161511734,unemployed,600.0304728350429,0
18,41158.21400091922,15123.6092650142,0.13680198070314198,employed,592.3896124147487,0
36,26263.5803896454,13418.247258628962,0.8483823039886564,employed,441.6481425563525,0
19,62252.555171464715,40988.4123035244,0.9696203411914286,unemployed,588.5358716342797,0
61,29291.019411505233,9699.049235105102,0.29127071583501163,unemployed,634.1199415667995,0
43,43457.66837738772,21466.32587646175,0.30353620984206886,unemployed,566.2842369490634,1
49,46135.69271733509,25925.21009760872,0.39054598303993315,employed,698.0017793340827,0
23,48955.498200498376,26301.079955837326,0.8141303644608071,unemployed,698.3506832286231,1
49,60337.46685611503,19413.92924217528,0.010417196739499812,unemployed,621.8188003689377,0
21,39745.48576570419,17592.974281526906,0.22395655173753437,employed,527.3348126019795,0
28,45894.06121749859,24515.474912395064,0.7058998111063262,self-employed,635.7868869521412,0
34,49785.944705759175,22665.216499782007,0.4056394504855261,employed,649.7277177707929,0
55,52243.96936278182,17410.411652324867,0.33029562296812753,employed,609.8651972006879,0
41,51467.40762061884,4381.214282755693,0.8722828889020174,employed,525.4071466049184,0
22,56540.0866283387,15320.762776667525,0.9173339201462394,unemployed,684.4380442309247,1
69,62657.59264462606,8534.498362925422,0.9479862191661954,employed,642.8486547076819,0
51,55889.51173476452,13328.404499336735,0.27255053265429663,self-employed,560.0950896162557,0
23,56803.78285263828,20332.232385169595,0.912512609539107,employed,615.5370339137745,0
39,26266.652498802836,23587.36143996616,0.7369655547272889,employed,507.78672204231873,0
28,50753.41548748521,37804.52751292406,0.15421474848858063,unemployed,411.30538058411736,0
65,57192.613220024126,14625.936210961861,0.6102700283082103,unemployed,447.2657343282609,0
33,60934.11791855675,27746.256352751505,0.02633481930699122,self-employed,626.1999127117322,0
50,39614.73838649309,23059.600244378365,0.7083781557708652,employed,570.1082770009438,1
26,40114.41087667033,32959.976706397894,0.7335675226509384,employed,641.9975238399296,0
23,41388.48987074602,25762.28719595626,0.7893385085949973,employed,683.070355153074,1
33,58046.20849837015,9915.185727136837,0.1725250541224349,employed,634.7612938141018,0
46,65508.21582386313,2769.539707087686,0.628249940947531,employed,535.6205483464034,1
20,43888.09839062598,23112.61699667505,0.17885668482765438,employed,641.1782889317222,0
37,63619.434704405736,14715.490020996092,0.9466500833891758,unemployed,561.1918476235829,0
53,51852.19713746892,10196.862540494027,0.6750106926808345,self-employed,567.7349592742404,0
36,48135.71334256345,7324.222954669223,0.09532584800405575,employed,705.05164522586,0
43,46829.236552730465,21609.754975871554,0.1870322300058228,employed,657.0407824775589,1
20,61199.17046903235,35077.07699313365,0.6634600981297478,unemployed,558.2700548762879,0
36,54883.66725180605,15913.276542939584,0.47667049615960866,employed,518.241376691273,0
37,84137.38141471456,25902.703110753224,0.7362976662108784,unemployed,738.678737229907,1
49,37216.630355040135,18977.336497824075,0.2807887989256591,self-employed,595.6486521676438,0
24,57771.52553044964,7106.179108966071,0.6579175368470769,employed,485.4822156208998,0
69,42061.98485282731,27348.113435104173,0.176960168030439,self-employed,555.8328192015217,1
58,36960.695195170345,9053.079559726288,0.5437102633610331,employed,424.91362366233363,0
50,49836.992944475416,20216.266305935646,0.9577995915499862,self-employed,338.8105009034846,0
57,52060.28719110554,16584.79584994695,0.6282222322909864,self-employed,695.4567609806252,0
56,93772.60332590138,28930.774345656915,0.04999361750491649,employed,512.0064353128972,0
35,47237.81276475197,9418.490075293133,0.9887621377366268,self-employed,478.1131021065508,0
57,33047.31905772975,23908.6990780196,0.1568663296488656,unemployed,543.4408765010979,0
18,54095.160762415784,11602.025926512992,0.7180691026971051,unemployed,566.2970021953324,0
28,18880.399436804477,14888.947876712147,0.5325300390641959,self-employed,540.5684008554699,0
45,48620.64826093601,0.0,0.2943606878043038,self-employed,509.3888932734793,1
42,50240.379234427404,40920.985716179086,0.1773104854277091,unemployed,595.8639255701818,0
67,61919.00574417817,25505.569328262318,0.1777023642767157,employed,576.0066865112924,0
40,64604.33374141771,12326.525140618356,0.8583996812081605,unemployed,769.4827220252942,1
48,42446.45571638424,8753.443116670061,0.8729125141634234,self-employed,563.4511576664839,0
47,47740.78978055101,15043.512471206595,0.465145521624712,unemployed,595.8269970454649,0
59,38508.187540839936,27168.795348194515,0.10362146292497387,employed,508.4855480181731,0
52,33079.06167788459,1079.1507441507456,0.8841651038467899,unemployed,664.7602959429125,0
24,54648.42169070952,18584.155807056617,0.4870164861750891,employed,766.5458054706842,0
33,30896.21677105101,37706.41872462673,0.4387624228669137,self-employed,590.371168848407,1
43,43780.59649142205,8660.536640321958,0.40735702443762023,unemployed,536.9985927144891,0
65,35072.39060151144,20803.85038763655,0.36501417385920565,unemployed,618.0515310347989,1
69,58245.2477943539,42033.09815257758,0.5260054036085942,employed,647.7187285293252,1
66,77021.45148899732,26321.51629690773,0.6045412266117042,unemployed,850.0,0
19,30476.180257950033,21259.23820485455,0.4664322035729559,unemployed,585.0725956134689,0
18,22204.722756536463,25066.364549090027,0.8966481634550445,employed,565.903488119323,0
65,48126.69671974899,15991.346649902976,0.3176612285294973,unemployed,484.47149376938364,0
29,50235.46693936638,32996.3128530344,0.5783118567867813,employed,570.0731381214614,0
22,53279.889601359464,16006.69977099788,0.29995392019398526,self-employed,557.8862387557884,0
54,43305.192271484826,408.1839126402301,0.7533500237925342,unemployed,654.6649610086772,1
49,46990.410517618526,16086.9689605954,0.10212109932823565,employed,573.0434279491955,0
26,55512.656158109035,10332.654701232965,0.18869899679533253,employed,498.03530153109466,0
58,65606.46338967259,17188.059878025706,0.8012014099269508,unemployed,494.2175189452839,1
52,20674.268445225756,17409.159409193693,0.1831975952195387,employed,557.7694584298288,0
36,44465.908414528065,31974.231998049072,0.6257463461947401,self-employed,675.5660033333354,0
65,53207.13190911595,26952.927266643856,0.9702434519041969,self-employed,617.8398288227493,0
33,36230.35843083896,22632.654875753964,0.5228906137659658,unemployed,647.0023742640655,0
20,75967.5444765095,19970.54588667405,0.18739644634006924,self-employed,601.3639508865991,0
37,40468.851796568946,9411.419911420056,0.3206910456926375,unemployed,639.7514333066,0
41,49380.60969489076,0.0,0.8234580764542382,unemployed,564.7283134636779,1
50,58340.33145263436,21131.60011392783,0.3516609131199737,employed,513.878560943496,0
41,41130.72816797158,27946.41203573659,0.7235113590298136,employed,516.0765149083404,0
69,22301.404282933745,18916.661167554106,0.7773500628840102,employed,511.0663183765306,0
28,43570.182096252,14651.456772132997,0.5011828472451642,employed,726.4045806886212,0
66,65441.60833890561,24645.021652142124,0.783213384366389,unemployed,697.738769047418,1
25,44946.57309822292,19166.67799375653,0.3169030044282144,employed,557.3142526916781,0
53,37303.48547811532,36857.44191973961,0.5161596467164058,employed,616.705700269339,0
55,63885.083142540825,32327.283420682845,0.6865582639721405,self-employed,669.738724238435,0
57,45038.37655965421,29595.080570233295,0.1680731473043804,unemployed,540.905714829235,0
37,42347.58779524674,27577.341142099038,0.2736219673821897,self-employed,587.6800197934176,0
52,52241.841344949644,7098.325855485429,0.6520366033936521,self-employed,505.0319575355007,0
65,61561.253144281814,26629.937020526,0.6553601198295534,self-employed,512.7599766152241,1
42,85725.70297598818,23763.259576465753,0.49330264645297894,employed,667.1911039597406,0
52,62408.541614861344,26064.247283911634,0.7955853567821205,unemployed,606.4878766795977,0
42,67397.59949582517,24926.094868130524,0.4820549020049756,self-employed,602.8814929701737,0
46,42410.50701518217,24527.625878480656,0.8813222654137333,self-employed,713.7316672262604,1
35,34611.97841045786,47008.66469549594,0.7359034308719454,unemployed,557.104447358325,0
63,50934.970244286844,19238.14330048081,0.3146948633033413,employed,671.4399094390826,0
35,51607.54872889394,29363.373808293305,0.3952540084845555,self-employed,517.3528525078249,0
19,33822.30887953104,15290.101897359968,0.6676866857698457,unemployed,558.2638334654309,0
52,47370.58205143981,27906.415838876717,0.8944526188234913,employed,527.6492954445727,0
33,55989.764025786964,29393.198902324555,0.17870873270350873,employed,520.759485973879,0
58,55405.9009252712,23644.260771353478,0.5146635387419801,employed,777.9699939165542,0
53,57564.31780076409,36692.469423765,0.11878442132437672,employed,472.9574041102184,0
50,54364.470952061645,11157.239636395825,0.2794551553201312,employed,530.0965019716159,0
21,42394.87011094917,15127.79058331778,0.6859813592932423,unemployed,395.2618212417536,0
50,42291.49060026735,22123.800860234896,0.07773463524816171,employed,547.667762822944,0
31,32015.72903009186,28808.06853484222,0.6623585818888474,self-employed,581.8473928137166,0
38,76771.62558777642,21794.29521294933,0.900811120945297,unemployed,684.6133751306127,1
65,50201.7554692894,32857.59036510566,0.9693702910184662,self-employed,549.8032703564878,0
